1397706439269|-1||debug||com.p6spy.engine.common.P6SpyOptions reloading properties
1397706439272|-1||info||Using properties file: D:\develop\workspace\tx-parent\tx-core\target\test-classes\spy.properties
1397706439272|-1||info||No value in environment for: getStackTrace, using: false
1397706439272|-1||info||No value in environment for: getAppender, using: com.tx.core.log.p6spy.P6SpyLogbackLogger
1397706439272|-1||info||No value in environment for: getFilter, using: false
1397706439272|-1||info||No value in environment for: getUsePrefix, using: false
1397706439272|-1||info||No value in environment for: getAutoflush, using: true
1397706439272|-1||info||No value in environment for: getExclude, using: 
1397706439272|-1||info||No value in environment for: getInclude, using: 
1397706439272|-1||info||No value in environment for: getLogfile, using: d:/logs/spy.log
1397706439272|-1||info||No value in environment for: getRealdriver, using: null
1397706439272|-1||info||No value in environment for: getAppend, using: false
1397706439272|-1||info||No value in environment for: getSpydriver, using: com.p6spy.engine.spy.P6SpyDriver
1397706439272|-1||info||No value in environment for: getDateformat, using: 
1397706439273|-1||info||No value in environment for: getRealDataSource, using: null
1397706439273|-1||info||No value in environment for: getJNDIContextFactory, using: null
1397706439273|-1||info||No value in environment for: getJNDIContextProviderURL, using: null
1397706439273|-1||info||No value in environment for: getJNDIContextCustom, using: null
1397706439273|-1||info||No value in environment for: getRealDataSourceProperties, using: null
1397706439273|-1||info||No value in environment for: getDeregisterDrivers, using: true
1397706439273|-1||info||No value in environment for: getExecutionThreshold, using: 0
1397706439273|-1||info||No value in environment for: getExcludecategories, using: info,debug,result,batch
1397706439273|-1||info||No value in environment for: getIncludecategories, using: 
1397706439273|-1||info||No value in environment for: getRealdriver2, using: null
1397706439273|-1||info||No value in environment for: getRealdriver3, using: null
1397706439273|-1||info||No value in environment for: getDateformatter, using: null
1397706439273|-1||info||No value in environment for: getStringmatcher, using: com.p6spy.engine.common.SubstringMatcher
1397706439273|-1||info||No value in environment for: getStringMatcherEngine, using: com.p6spy.engine.common.SubstringMatcher@3404cd16
1397706439273|-1||info||No value in environment for: getStackTraceClass, using: 
1397706439273|-1||info||No value in environment for: getSQLExpression, using: null
1397706439273|-1||info||No value in environment for: getReloadProperties, using: false
1397706439273|-1||info||No value in environment for: getReloadPropertiesInterval, using: 60
1397706439273|-1||info||No value in environment for: getRealDataSourceClass, using: null
1491882391535|18|statement|connection 0|SELECT COUNT(1) FROM CORE_DBSCRIPT_CONTEXT|
1491882391591|0|statement|connection 2|CREATE TABLE CORE_DBSCRIPT_CONTEXT( ID VARCHAR(64) NOT NULL, TABLENAME VARCHAR(64) NOT NULL, TABLEVERSION VARCHAR(64) NOT NULL, CREATEDATE TIMESTAMP, LASTUPDATEDATE TIMESTAMP, PRIMARY KEY(ID) )|
1491882391592|1|statement|connection 2|CREATE UNIQUE INDEX IDX_CORE_DBS_CON_00 ON CORE_DBSCRIPT_CONTEXT(TABLENAME)|
1491882391683|39|statement|connection 3|SELECT COUNT(1) FROM CORE_DBSCRIPT_CONTEXT WHERE (TABLENAME = ?)|SELECT COUNT(1) FROM CORE_DBSCRIPT_CONTEXT WHERE (TABLENAME = 'CORE_DBSCRIPT_CONTEXT')
